year,model,displ,trans,cyl,manufacturer,cty,hwy,eng.dscr,T,G,S,twodoor.l,fourdoor.p,hatch.p
1984,TRUCK 4WD,156,manual(m5),4,MITSUBISHI,21,28,NA,FALSE,FALSE,FALSE,NA,NA,NA
1984,C10 PICKUP 2WD,250,auto(4),6,CHEVROLET,17,24,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,C10 PICKUP 2WD,250,manual(m3),6,CHEVROLET,17,23,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,C10 PICKUP 2WD,250,manual(m4),6,CHEVROLET,17,25,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,C10 PICKUP 2WD,305,auto(4),8,CHEVROLET,16,23,(GM-CHEV) (FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,C10 PICKUP 2WD,379,auto(4),8,CHEVROLET,21,30,(DIESEL),FALSE,FALSE,FALSE,NA,NA,NA
1984,C10 PICKUP 2WD,379,manual(m4),8,CHEVROLET,23,30,(DIESEL),FALSE,FALSE,FALSE,NA,NA,NA
1984,C20 PICKUP 2WD,350,auto(4),8,CHEVROLET,14,21,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,C20 PICKUP 2WD,379,auto(4),8,CHEVROLET,21,30,(DIESEL),FALSE,FALSE,FALSE,NA,NA,NA
1984,C20 PICKUP 2WD,379,manual(m4),8,CHEVROLET,22,30,(DIESEL),FALSE,FALSE,FALSE,NA,NA,NA
1984,EL CAMINO PICKUP 2WD,231,auto(3),6,CHEVROLET,19,26,(GM-BUICK) (FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,EL CAMINO PICKUP 2WD,305,auto(3),8,CHEVROLET,17,24,(GM-CHEV) (FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,EL CAMINO PICKUP 2WD,305,auto(4),8,CHEVROLET,18,28,(GM-CHEV) (FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,D100/D150 2WD,225,auto(3),6,DODGE,15,18,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,D100/D150 2WD,225,manual(m4),6,DODGE,14,22,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,D100/D150 2WD,318,auto(3),8,DODGE,14,18,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,D100/D150 2WD,318,manual(m4),8,DODGE,15,22,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,D100/D150 2WD,318,manual(m4C),8,DODGE,14,19,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,D100/D150 2WD,360,auto(3),8,DODGE,12,16,NA,FALSE,FALSE,FALSE,NA,NA,NA
1984,D250 PICKUP 2WD,318,auto(3),8,DODGE,13,19,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,D250 PICKUP 2WD,318,manual(m4C),8,DODGE,14,19,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,F150 PICKUP 2WD,300,auto(3),6,FORD,16,20,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,F150 PICKUP 2WD,300,auto(4),6,FORD,17,25,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,F150 PICKUP 2WD,300,manual(m3),6,FORD,18,23,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,F150 PICKUP 2WD,300,manual(m4),6,FORD,18,27,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,F150 PICKUP 2WD,302,auto(4),8,FORD,14,20,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,F150 PICKUP 2WD,351,auto(3),8,FORD,12,15,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,F250 PICKUP 2WD,300,auto(3),6,FORD,15,20,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,F250 PICKUP 2WD,300,manual(m4C),6,FORD,16,22,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,F250 PICKUP 2WD,302,auto(4),8,FORD,14,19,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,F250 PICKUP 2WD,351,auto(3),8,FORD,12,15,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,CABALLERO PICKUP 2WD,231,auto(3),6,GMC,19,26,(GM-BUICK) (FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,CABALLERO PICKUP 2WD,305,auto(3),8,GMC,17,24,(GM-CHEV) (FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,CABALLERO PICKUP 2WD,305,auto(4),8,GMC,18,28,(GM-CHEV) (FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,C15 PICKUP 2WD,250,auto(4),6,GMC,17,24,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,C15 PICKUP 2WD,250,manual(m3),6,GMC,17,23,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,C15 PICKUP 2WD,250,manual(m4),6,GMC,17,25,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,C15 PICKUP 2WD,305,auto(4),8,GMC,16,23,(GM-CHEV) (FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,C15 PICKUP 2WD,379,auto(4),8,GMC,21,30,(DIESEL),FALSE,FALSE,FALSE,NA,NA,NA
1984,C15 PICKUP 2WD,379,manual(m4),8,GMC,23,30,(DIESEL),FALSE,FALSE,FALSE,NA,NA,NA
1984,C25 PICKUP 2WD,350,auto(4),8,GMC,14,21,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,C25 PICKUP 2WD,379,auto(4),8,GMC,21,30,(DIESEL),FALSE,FALSE,FALSE,NA,NA,NA
1984,C25 PICKUP 2WD,379,manual(m4),8,GMC,22,30,(DIESEL),FALSE,FALSE,FALSE,NA,NA,NA
1984,TRUCK 2WD,144,auto(4),4,TOYOTA,22,26,NA,FALSE,FALSE,FALSE,NA,NA,NA
1984,TRUCK 2WD,144,manual(m4),4,TOYOTA,26,35,NA,FALSE,FALSE,FALSE,NA,NA,NA
1984,TRUCK 2WD,144,manual(m5),4,TOYOTA,23,31,NA,FALSE,FALSE,FALSE,NA,NA,NA
1984,TRUCK 2WD,144,auto(4),4,TOYOTA,24,30,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,TRUCK 2WD,144,manual(m5),4,TOYOTA,25,33,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,TRUCK 2WD,149,manual(m5),4,TOYOTA,33,39,(DIESEL),FALSE,FALSE,FALSE,NA,NA,NA
1984,K10 PICKUP 4WD,350,auto(4),8,CHEVROLET,14,21,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,K10 PICKUP 4WD,379,auto(4),8,CHEVROLET,19,27,(DIESEL),FALSE,FALSE,FALSE,NA,NA,NA
1984,K10 PICKUP 4WD,379,manual(m4),8,CHEVROLET,21,28,(DIESEL),FALSE,FALSE,FALSE,NA,NA,NA
1984,T10 PICKUP 4WD,119,manual(m4),4,CHEVROLET,22,32,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,T10 PICKUP 4WD,119,manual(m5),4,CHEVROLET,22,33,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,T10 PICKUP 4WD,173,auto(4),6,CHEVROLET,20,30,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,T10 PICKUP 4WD,173,manual(m4),6,CHEVROLET,19,29,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,T10 PICKUP 4WD,173,manual(m5),6,CHEVROLET,19,31,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,W100/W150 4WD,318,auto(3),8,DODGE,13,17,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,W100/W150 4WD,318,manual(m4C),8,DODGE,14,19,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,W100/W150 4WD,360,auto(3),8,DODGE,11,16,NA,FALSE,FALSE,FALSE,NA,NA,NA
1984,F150 PICKUP 4WD,300,auto(3),6,FORD,15,18,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,F150 PICKUP 4WD,300,manual(m4),6,FORD,16,23,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,F150 PICKUP 4WD,300,manual(m4C),6,FORD,16,20,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,F150 PICKUP 4WD,302,auto(3),8,FORD,13,16,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,F150 PICKUP 4WD,351,auto(3),8,FORD,12,14,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,F250 PICKUP 4WD,300,auto(3),6,FORD,15,18,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,F250 PICKUP 4WD,300,manual(m4C),6,FORD,16,20,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,F250 PICKUP 4WD,302,auto(3),8,FORD,13,16,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,F250 PICKUP 4WD,351,auto(3),8,FORD,12,14,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,K15 PICKUP 4WD,350,auto(4),8,GMC,14,21,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,K15 PICKUP 4WD,379,auto(4),8,GMC,19,27,(DIESEL),FALSE,FALSE,FALSE,NA,NA,NA
1984,K15 PICKUP 4WD,379,manual(m4),8,GMC,21,28,(DIESEL),FALSE,FALSE,FALSE,NA,NA,NA
1984,T15 PICKUP 4WD,119,manual(m4),4,GMC,22,32,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,T15 PICKUP 4WD,119,manual(m5),4,GMC,22,33,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,T15 PICKUP 4WD,173,auto(4),6,GMC,20,30,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,T15 PICKUP 4WD,173,manual(m4),6,GMC,19,29,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,T15 PICKUP 4WD,173,manual(m5),6,GMC,19,31,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,J-10 PICKUP 4WD,258,auto(3),6,JEEP,18,26,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,J-10 PICKUP 4WD,258,manual(m4),6,JEEP,18,24,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,J-10 PICKUP 4WD,360,auto(3),8,JEEP,12,17,NA,FALSE,FALSE,FALSE,NA,NA,NA
1984,TRUCK 4WD,144,manual(m5),4,TOYOTA,20,26,NA,FALSE,FALSE,FALSE,NA,NA,NA
1984,G10/G20 VAN 2WD,250,auto(4),6,CHEVROLET,17,24,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,G10/G20 VAN 2WD,250,manual(m3),6,CHEVROLET,17,22,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,G10/G20 VAN 2WD,250,manual(m4),6,CHEVROLET,17,24,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,G10/G20 VAN 2WD,305,auto(4),8,CHEVROLET,16,23,(GM-CHEV) (FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,G10/G20 VAN 2WD,379,auto(4),8,CHEVROLET,21,30,(DIESEL),FALSE,FALSE,FALSE,NA,NA,NA
1984,G10/G20 VAN 2WD,379,manual(m4),8,CHEVROLET,22,30,(DIESEL),FALSE,FALSE,FALSE,NA,NA,NA
1984,B150/B250 VAN 2WD,225,auto(3),6,DODGE,15,18,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,B150/B250 VAN 2WD,225,manual(m4),6,DODGE,14,22,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,B150/B250 VAN 2WD,318,auto(3),8,DODGE,14,18,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,B150/B250 VAN 2WD,318,manual(m4),8,DODGE,15,22,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,B350 VAN 2WD,318,auto(3),8,DODGE,13,19,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,E150 ECONOLINE 2WD,300,auto(3),6,FORD,16,20,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,E150 ECONOLINE 2WD,300,auto(4),6,FORD,16,25,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,E150 ECONOLINE 2WD,300,manual(m3),6,FORD,18,23,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,E150 ECONOLINE 2WD,300,manual(m4),6,FORD,18,26,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,E150 ECONOLINE 2WD,302,auto(4),8,FORD,14,19,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,E150 ECONOLINE 2WD,351,auto(3),8,FORD,12,15,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,E250 ECONOLINE 2WD,300,auto(3),6,FORD,15,20,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,E250 ECONOLINE 2WD,300,auto(4),6,FORD,15,21,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,E250 ECONOLINE 2WD,300,manual(m3),6,FORD,16,21,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,E250 ECONOLINE 2WD,302,auto(4),8,FORD,13,19,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,E250 ECONOLINE 2WD,351,auto(3),8,FORD,11,13,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,G15/G25 VANDURA 2WD,250,auto(4),6,GMC,17,24,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,G15/G25 VANDURA 2WD,250,manual(m3),6,GMC,17,22,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,G15/G25 VANDURA 2WD,250,manual(m4),6,GMC,17,24,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,G15/G25 VANDURA 2WD,305,auto(4),8,GMC,16,23,(GM-CHEV) (FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,G15/G25 VANDURA 2WD,379,auto(4),8,GMC,21,30,(DIESEL),FALSE,FALSE,FALSE,NA,NA,NA
1984,G15/G25 VANDURA 2WD,379,manual(m4),8,GMC,22,30,(DIESEL),FALSE,FALSE,FALSE,NA,NA,NA
1984,CARGO VAN 2WD,122,auto(4),4,TOYOTA,24,31,NA,FALSE,FALSE,FALSE,NA,NA,NA
1984,CARGO VAN 2WD,122,manual(m5),4,TOYOTA,25,31,NA,FALSE,FALSE,FALSE,NA,NA,NA
1984,G10/G20 SPORTVAN 2WD,350,auto(4),8,CHEVROLET,14,20,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,G10/G20 SPORTVAN 2WD,379,auto(4),8,CHEVROLET,19,26,DIESEL,FALSE,FALSE,FALSE,NA,NA,NA
1984,G10/G20 SPORTVAN 2WD,379,manual(m4),8,CHEVROLET,22,28,(DIESEL),FALSE,FALSE,FALSE,NA,NA,NA
1984,G30 SPORTVAN 2WD,350,auto(4),8,CHEVROLET,12,17,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,B150/B250 WAGON 2WD,225,auto(3),6,DODGE,15,18,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,B150/B250 WAGON 2WD,225,manual(m4),6,DODGE,14,22,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,B150/B250 WAGON 2WD,318,auto(3),8,DODGE,13,18,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,B150/B250 WAGON 2WD,318,manual(m4),8,DODGE,14,21,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,B350 WAGON 2WD,318,auto(3),8,DODGE,12,15,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,E150 CLUB WAGON 2WD,300,auto(3),6,FORD,14,19,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,E150 CLUB WAGON 2WD,300,auto(4),6,FORD,15,21,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,E150 CLUB WAGON 2WD,300,manual(m4),6,FORD,15,20,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,E150 CLUB WAGON 2WD,302,auto(4),8,FORD,13,19,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,E150 CLUB WAGON 2WD,351,auto(3),8,FORD,11,13,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,G15/G25 RALLY 2WD,350,auto(4),8,GMC,14,20,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,G15/G25 RALLY 2WD,379,auto(4),8,GMC,19,26,DIESEL,FALSE,FALSE,FALSE,NA,NA,NA
1984,G15/G25 RALLY 2WD,379,manual(m4),8,GMC,22,28,(DIESEL),FALSE,FALSE,FALSE,NA,NA,NA
1984,G35 RALLY 2WD,350,auto(4),8,GMC,12,17,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,VAN 2WD,122,auto(4),4,TOYOTA,24,31,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,VAN 2WD,122,manual(m5),4,TOYOTA,25,31,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,VANAGON 2WD,117,auto(3),4,VOLKSWAGEN,17,23,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,VANAGON 2WD,117,manual(m4),4,VOLKSWAGEN,19,25,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,AM GENERAL FJ-8C POST OFFICE,258,auto(3),6,AM GENERAL,16,18,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,DJ PO VEHICLE 2WD,150,auto(3),4,AM GENERAL,22,24,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,C10 SUBURBAN 2WD,350,auto(4),8,CHEVROLET,14,20,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,C10 SUBURBAN 2WD,379,auto(4),8,CHEVROLET,19,26,DIESEL,FALSE,FALSE,FALSE,NA,NA,NA
1984,S10 BLAZER 2WD,119,auto(3),4,CHEVROLET,24,33,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,S10 BLAZER 2WD,119,manual(m4),4,CHEVROLET,25,36,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,S10 BLAZER 2WD,119,manual(m5),4,CHEVROLET,25,38,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,S10 BLAZER 2WD,173,auto(4),6,CHEVROLET,21,33,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,S10 BLAZER 2WD,173,manual(m4),6,CHEVROLET,20,30,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,S10 BLAZER 2WD,173,manual(m5),6,CHEVROLET,20,31,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,AD150 RAMCHARGER 2WD,318,auto(3),8,DODGE,13,19,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,AD150 RAMCHARGER 2WD,360,auto(3),8,DODGE,12,16,NA,FALSE,FALSE,FALSE,NA,NA,NA
1984,CARAVAN/RAM VAN 2WD,135,auto(3),4,DODGE,23,30,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,CARAVAN/RAM VAN 2WD,135,manual(m4),4,DODGE,25,34,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,CARAVAN/RAM VAN 2WD,135,manual(m5),4,DODGE,23,36,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,C15 SUBURBAN 2WD,350,auto(4),8,GMC,14,20,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,C15 SUBURBAN 2WD,379,auto(4),8,GMC,19,26,DIESEL,FALSE,FALSE,FALSE,NA,NA,NA
1984,S15 JIMMY 2WD,119,auto(3),4,GMC,24,33,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,S15 JIMMY 2WD,119,manual(m4),4,GMC,25,36,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,S15 JIMMY 2WD,119,manual(m5),4,GMC,25,38,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,S15 JIMMY 2WD,173,auto(4),6,GMC,21,33,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,S15 JIMMY 2WD,173,manual(m4),6,GMC,20,30,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,S15 JIMMY 2WD,173,manual(m5),6,GMC,20,31,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,VOYAGER 2WD,135,manual(m5),4,PLYMOUTH,23,36,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,EAGLE SX/4 4WD,150,auto(3),4,AMC,21,29,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,EAGLE SX/4 4WD,150,manual(m4),4,AMC,24,30,(FFS)(SIL),FALSE,FALSE,FALSE,NA,NA,NA
1984,EAGLE SX/4 4WD,258,auto(3),6,AMC,19,27,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,EAGLE SX/4 4WD,258,manual(m4),6,AMC,19,27,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,EAGLE SX/4 4WD,258,manual(m5),6,AMC,20,30,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,EAGLE 4WD,150,manual(m4),4,AMC,24,30,(FFS)(SIL),FALSE,FALSE,FALSE,NA,NA,NA
1984,EAGLE 4WD,258,auto(3),6,AMC,19,26,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,EAGLE 4WD,258,manual(m4),6,AMC,19,27,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,EAGLE 4WD,258,manual(m5),6,AMC,20,30,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,K10 BLAZER 4WD,350,auto(4),8,CHEVROLET,13,21,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,K10 BLAZER 4WD,379,auto(4),8,CHEVROLET,18,26,(DIESEL),FALSE,FALSE,FALSE,NA,NA,NA
1984,K10 SUBURBAN 4WD,350,auto(4),8,CHEVROLET,13,19,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,K10 SUBURBAN 4WD,379,auto(4),8,CHEVROLET,18,27,(DIESEL),FALSE,FALSE,FALSE,NA,NA,NA
1984,T10 BLAZER 4WD,119,manual(m4),4,CHEVROLET,22,32,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,T10 BLAZER 4WD,119,manual(m5),4,CHEVROLET,21,34,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,T10 BLAZER 4WD,173,auto(4),6,CHEVROLET,19,31,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,T10 BLAZER 4WD,173,manual(m4),6,CHEVROLET,19,28,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,T10 BLAZER 4WD,173,manual(m5),6,CHEVROLET,18,30,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,AW150 RAMCHARGER 4WD,318,auto(3),8,DODGE,13,17,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,AW150 RAMCHARGER 4WD,360,auto(3),8,DODGE,11,15,NA,FALSE,FALSE,FALSE,NA,NA,NA
1984,BRONCO II 4WD,171,auto(3),6,FORD,16,21,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,BRONCO II 4WD,171,manual(m4),6,FORD,19,26,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,BRONCO II 4WD,171,manual(m5),6,FORD,19,27,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,BRONCO 4WD,300,auto(3),6,FORD,15,18,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,BRONCO 4WD,300,manual(m4),6,FORD,15,22,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,BRONCO 4WD,300,manual(m4C),6,FORD,16,20,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,BRONCO 4WD,302,auto(3),8,FORD,13,16,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,BRONCO 4WD,351,auto(3),8,FORD,12,14,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,K15 JIMMY 4WD,350,auto(4),8,GMC,13,21,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,K15 JIMMY 4WD,379,auto(4),8,GMC,18,26,(DIESEL),FALSE,FALSE,FALSE,NA,NA,NA
1984,K15 SUBURBAN 4WD,350,auto(4),8,GMC,13,19,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,K15 SUBURBAN 4WD,379,auto(4),8,GMC,18,27,(DIESEL),FALSE,FALSE,FALSE,NA,NA,NA
1984,T15 JIMMY 4WD,119,manual(m4),4,GMC,22,32,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,T15 JIMMY 4WD,119,manual(m5),4,GMC,21,34,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,T15 JIMMY 4WD,173,auto(4),6,GMC,19,31,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,T15 JIMMY 4WD,173,manual(m4),6,GMC,19,28,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,T15 JIMMY 4WD,173,manual(m5),6,GMC,18,30,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,TROOPER 4WD,119,manual(m4),4,ISUZU,21,27,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,CHEROKEE/WAGONEER 4WD,150,auto(3),4,JEEP,21,28,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,CHEROKEE/WAGONEER 4WD,150,manual(m4),4,JEEP,23,30,(FFS)(SIL),FALSE,FALSE,FALSE,NA,NA,NA
1984,CHEROKEE/WAGONEER 4WD,150,manual(m4),4,JEEP,23,30,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,CHEROKEE/WAGONEER 4WD,150,manual(m5),4,JEEP,24,32,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,CHEROKEE/WAGONEER 4WD,173,auto(3),6,JEEP,19,24,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,CJ-7 4WD,150,manual(m4),4,JEEP,23,30,(FFS)(SIL),FALSE,FALSE,FALSE,NA,NA,NA
1984,CJ-7 4WD,150,manual(m4),4,JEEP,23,30,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,CJ-7 4WD,150,manual(m5),4,JEEP,24,32,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,CJ-7 4WD,258,auto(3),6,JEEP,19,24,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,CJ-7 4WD,258,manual(m4),6,JEEP,19,25,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,CJ-7 4WD,258,manual(m5),6,JEEP,20,26,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,GRAND WAGONEER 4WD,258,auto(3),6,JEEP,17,23,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,GRAND WAGONEER 4WD,258,manual(m4),6,JEEP,18,24,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,GRAND WAGONEER 4WD,360,auto(3),8,JEEP,12,17,NA,FALSE,FALSE,FALSE,NA,NA,NA
1984,MONTERO 4WD,156,auto(3),4,MITSUBISHI,19,21,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,MONTERO 4WD,156,manual(m5),4,MITSUBISHI,20,25,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,BRAT 4WD,109,auto(3),4,SUBARU,25,32,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,BRAT 4WD,109,manual(m4),4,SUBARU,28,38,(FFS),FALSE,FALSE,FALSE,NA,NA,NA
1984,BRAT 4WD,109,auto(3),4,SUBARU,24,30,"(FFS,TRBO)",TRUE,FALSE,FALSE,NA,NA,NA
